17:47:38.776 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:03:40.025 [main] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@6a55594b[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
19:03:40.025 [main] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1688641419172_127.0.0.1_5575
19:03:40.029 [nacos-grpc-client-executor-5] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1688641419172_127.0.0.1_5575]Ignore complete event,isRunning:false,isAbandon=false
19:03:40.030 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@14c99bf6[Running, pool size = 6, active threads = 0, queued tasks = 0, completed tasks = 6]
19:03:40.033 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 3480e48d-0498-4fcb-bf1b-73c41f436776
19:03:40.034 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3480e48d-0498-4fcb-bf1b-73c41f436776] RpcClient init label, labels = {module=naming, source=sdk}
19:03:40.034 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3480e48d-0498-4fcb-bf1b-73c41f436776] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:03:40.034 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3480e48d-0498-4fcb-bf1b-73c41f436776] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:03:40.035 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3480e48d-0498-4fcb-bf1b-73c41f436776] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:03:40.035 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3480e48d-0498-4fcb-bf1b-73c41f436776] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:03:40.148 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3480e48d-0498-4fcb-bf1b-73c41f436776] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641420040_127.0.0.1_5586
19:03:40.148 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3480e48d-0498-4fcb-bf1b-73c41f436776] Notify connected event to listeners.
19:03:40.148 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3480e48d-0498-4fcb-bf1b-73c41f436776] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:03:40.149 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3480e48d-0498-4fcb-bf1b-73c41f436776] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/1080167822
19:03:40.177 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Pausing ProtocolHandler ["http-nio-8080"]
19:03:40.177 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
19:03:40.182 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Stopping ProtocolHandler ["http-nio-8080"]
19:03:40.183 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Destroying ProtocolHandler ["http-nio-8080"]
19:05:24.922 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:05:26.450 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0
19:05:26.512 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 47 ms to scan 1 urls, producing 3 keys and 6 values 
19:05:26.558 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 30 ms to scan 1 urls, producing 4 keys and 9 values 
19:05:26.590 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 32 ms to scan 1 urls, producing 3 keys and 10 values 
19:05:26.800 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 194 ms to scan 112 urls, producing 0 keys and 0 values 
19:05:26.818 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 1 keys and 5 values 
19:05:26.833 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 15 ms to scan 1 urls, producing 1 keys and 7 values 
19:05:26.849 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 2 keys and 8 values 
19:05:27.076 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 227 ms to scan 112 urls, producing 0 keys and 0 values 
19:05:27.076 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
19:05:27.076 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$333/1831141281
19:05:27.076 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1705277839
19:05:27.076 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
19:05:27.076 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
19:05:27.092 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:05:30.067 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641529803_127.0.0.1_5811
19:05:30.067 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] Notify connected event to listeners.
19:05:30.067 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:05:30.067 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c012c68a-8501-42b0-9b09-814ac0ce5fe4_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
19:05:30.124 [main] INFO  c.y.g.YingHuaGateWayApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
19:05:31.050 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - An older version [1.2.14] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
19:05:31.050 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - Loaded Apache Tomcat Native library [1.2.14] using APR version [1.6.2].
19:05:31.050 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false].
19:05:31.050 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
19:05:32.101 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - OpenSSL successfully initialized [OpenSSL 1.0.2l  25 May 2017]
19:05:32.101 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8080"]
19:05:32.101 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
19:05:32.101 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
19:05:32.273 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
19:05:34.747 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 5805aed9-4a9c-4fce-b1aa-90c85d6d60b8
19:05:34.747 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] RpcClient init label, labels = {module=naming, source=sdk}
19:05:34.747 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:05:34.747 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:05:34.747 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:05:34.747 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:05:34.876 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641534747_127.0.0.1_5829
19:05:34.876 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] Notify connected event to listeners.
19:05:34.876 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:05:34.876 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
19:05:34.901 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8080"]
19:05:35.427 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] Receive server push request, request = NotifySubscriberRequest, requestId = 21
19:05:35.427 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [5805aed9-4a9c-4fce-b1aa-90c85d6d60b8] Ack server push request, request = NotifySubscriberRequest, requestId = 21
19:05:35.603 [main] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
19:05:35.603 [main] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@6a55594b[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
19:05:35.603 [main] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1688641534747_127.0.0.1_5829
19:05:35.603 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1688641534747_127.0.0.1_5829]Ignore complete event,isRunning:false,isAbandon=false
19:05:35.603 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@14c99bf6[Running, pool size = 8, active threads = 0, queued tasks = 0, completed tasks = 8]
19:05:35.603 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of f3a717da-c259-4d45-9694-49059d8d9118
19:05:35.603 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f3a717da-c259-4d45-9694-49059d8d9118] RpcClient init label, labels = {module=naming, source=sdk}
19:05:35.603 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f3a717da-c259-4d45-9694-49059d8d9118] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:05:35.603 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f3a717da-c259-4d45-9694-49059d8d9118] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:05:35.603 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f3a717da-c259-4d45-9694-49059d8d9118] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:05:35.603 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f3a717da-c259-4d45-9694-49059d8d9118] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:05:35.739 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f3a717da-c259-4d45-9694-49059d8d9118] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641535618_127.0.0.1_5830
19:05:35.739 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f3a717da-c259-4d45-9694-49059d8d9118] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:05:35.739 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f3a717da-c259-4d45-9694-49059d8d9118] Notify connected event to listeners.
19:05:35.739 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [f3a717da-c259-4d45-9694-49059d8d9118] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
19:05:35.739 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Pausing ProtocolHandler ["http-nio-8080"]
19:05:35.739 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
19:05:35.739 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Stopping ProtocolHandler ["http-nio-8080"]
19:05:35.739 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Destroying ProtocolHandler ["http-nio-8080"]
19:06:31.595 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:06:32.737 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 7748cd49-e268-4ddd-84a8-621d17f3977c_config-0
19:06:32.775 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 31 ms to scan 1 urls, producing 3 keys and 6 values 
19:06:32.822 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 31 ms to scan 1 urls, producing 4 keys and 9 values 
19:06:32.838 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 3 keys and 10 values 
19:06:32.950 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 112 ms to scan 112 urls, producing 0 keys and 0 values 
19:06:32.965 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 15 ms to scan 1 urls, producing 1 keys and 5 values 
19:06:32.981 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 1 keys and 7 values 
19:06:33.001 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 20 ms to scan 1 urls, producing 2 keys and 8 values 
19:06:33.095 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 94 ms to scan 112 urls, producing 0 keys and 0 values 
19:06:33.095 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
19:06:33.095 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$333/1831141281
19:06:33.095 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1705277839
19:06:33.095 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
19:06:33.095 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
19:06:33.095 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:06:36.011 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641595648_127.0.0.1_5879
19:06:36.011 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] Notify connected event to listeners.
19:06:36.011 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:06:36.011 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7748cd49-e268-4ddd-84a8-621d17f3977c_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
19:06:36.097 [main] INFO  c.y.g.YingHuaGateWayApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
19:06:36.953 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - An older version [1.2.14] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
19:06:36.953 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - Loaded Apache Tomcat Native library [1.2.14] using APR version [1.6.2].
19:06:36.953 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false].
19:06:36.953 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
19:06:38.021 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - OpenSSL successfully initialized [OpenSSL 1.0.2l  25 May 2017]
19:06:38.021 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8080"]
19:06:38.021 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
19:06:38.021 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
19:06:38.179 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
19:06:40.452 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 9d8cde67-a348-4f32-97b8-8095ac0f7130
19:06:40.452 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] RpcClient init label, labels = {module=naming, source=sdk}
19:06:40.452 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:06:40.452 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:06:40.452 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:06:40.452 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:06:40.565 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641600452_127.0.0.1_5881
19:06:40.565 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] Notify connected event to listeners.
19:06:40.565 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:06:40.565 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
19:06:40.597 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8080"]
19:06:41.095 [nacos-grpc-client-executor-5] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] Receive server push request, request = NotifySubscriberRequest, requestId = 23
19:06:41.095 [nacos-grpc-client-executor-5] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9d8cde67-a348-4f32-97b8-8095ac0f7130] Ack server push request, request = NotifySubscriberRequest, requestId = 23
19:06:41.318 [main] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
19:06:41.318 [main] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@662be9f7[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
19:06:41.318 [main] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1688641600452_127.0.0.1_5881
19:06:41.318 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1688641600452_127.0.0.1_5881]Ignore complete event,isRunning:false,isAbandon=false
19:06:41.318 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@632b305d[Running, pool size = 7, active threads = 0, queued tasks = 0, completed tasks = 7]
19:06:41.318 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 4ee3764e-086e-4c76-9892-5f0d9f1eb0ca
19:06:41.318 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ee3764e-086e-4c76-9892-5f0d9f1eb0ca] RpcClient init label, labels = {module=naming, source=sdk}
19:06:41.318 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ee3764e-086e-4c76-9892-5f0d9f1eb0ca] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:06:41.318 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ee3764e-086e-4c76-9892-5f0d9f1eb0ca] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:06:41.318 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ee3764e-086e-4c76-9892-5f0d9f1eb0ca] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:06:41.318 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ee3764e-086e-4c76-9892-5f0d9f1eb0ca] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:06:41.452 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ee3764e-086e-4c76-9892-5f0d9f1eb0ca] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641601334_127.0.0.1_5882
19:06:41.452 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ee3764e-086e-4c76-9892-5f0d9f1eb0ca] Notify connected event to listeners.
19:06:41.452 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ee3764e-086e-4c76-9892-5f0d9f1eb0ca] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:06:41.452 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ee3764e-086e-4c76-9892-5f0d9f1eb0ca] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
19:06:41.452 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Pausing ProtocolHandler ["http-nio-8080"]
19:06:41.452 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
19:06:41.468 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Stopping ProtocolHandler ["http-nio-8080"]
19:06:41.468 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Destroying ProtocolHandler ["http-nio-8080"]
19:13:59.273 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:14:00.602 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0
19:14:00.649 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 32 ms to scan 1 urls, producing 3 keys and 6 values 
19:14:00.680 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 4 keys and 9 values 
19:14:00.702 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 22 ms to scan 1 urls, producing 3 keys and 10 values 
19:14:00.853 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 151 ms to scan 112 urls, producing 0 keys and 0 values 
19:14:00.868 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 15 ms to scan 1 urls, producing 1 keys and 5 values 
19:14:00.884 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 1 keys and 7 values 
19:14:00.904 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 20 ms to scan 1 urls, producing 2 keys and 8 values 
19:14:01.021 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 117 ms to scan 112 urls, producing 0 keys and 0 values 
